event_date	event_starttime	event_endtime	hpc_coord	hpc_bbox	sg_chirality	sg_orientation	sg_shape	sg_aspectratio	AR_NOAANUM	obs_instrument	SOL_standard
2012-01-01	2012-01-01T16:52:57	2012-01-01T17:22:57	POINT(-23.38224 -265.0914)	POLYGON((-72.9078 -315.3,27.13104 -315.1704,28.13754 -214.2552,-75.6126 -214.3908,-72.9078 -315.3))			Forward-S Sigmoid	6.00682	0	AIA_1	SOL2012-01-01T16:52:57L107C108
2012-01-01	2012-01-01T17:22:57	2012-01-01T17:52:57	POINT(-18.12432 -264.5316)	POLYGON((-67.6566 -314.7282,32.17212 -314.628,33.36324 -213.7092,-70.1616 -213.8142,-67.6566 -314.7282))			Forward-S Sigmoid	6.71737	0	AIA_1	SOL2012-01-01T17:22:57L107C108
2012-01-01	2012-01-01T17:23:02	2012-01-01T17:53:02	POINT(-18.69522 -266.337)	POLYGON((-68.3934 -316.7094,31.79892 -316.6056,32.98878 -215.328,-70.9524 -215.4366,-68.3934 -316.7094))			Forward-S Sigmoid	7.59134	0	AIA_4	SOL2012-01-01T17:23:02L107C108
2012-01-01	2012-01-01T17:52:57	2012-01-01T18:22:57	POINT(-12.717 -264.5694)	POLYGON((-62.7528 -315.2652,37.86126 -315.1944,39.27822 -213.2346,-65.1012 -213.309,-62.7528 -315.2652))			Forward-S Sigmoid	7.39891	0	AIA_1	SOL2012-01-01T17:52:57L107C108
2012-01-01	2012-01-01T17:52:57	2012-01-01T18:22:57	POINT(-150.5076 -311.5446)	POLYGON((-197.1324 -359.304,-96.885 -358.4454,-100.9086 -263.0808,-205.3188 -263.9832,-197.1324 -359.304))			Forward-S Sigmoid	24.2571	0	AIA_1	SOL2012-01-01T17:52:57L098C111
2012-01-01	2012-01-01T18:52:57	2012-01-01T19:22:57	POINT(-139.3944 -312.1176)	POLYGON((-183.9114 -357.63,-88.7262 -356.8746,-92.244 -265.9638,-191.2032 -266.7552,-183.9114 -357.63))			Forward-S Sigmoid	7.8552	0	AIA_1	SOL2012-01-01T18:52:57L098C111
2012-01-01	2012-01-01T19:23:02	2012-01-01T19:53:02	POINT(0.83406 -264.7194)	POLYGON((-48.97524 -315.138,50.60796 -315.1428,52.49472 -213.669,-50.8011 -213.6642,-48.97524 -315.138))			Forward-S Sigmoid	9.82963	0	AIA_4	SOL2012-01-01T19:23:02L107C108
2012-01-01	2012-01-01T19:53:02	2012-01-01T20:23:02	POINT(5.217702 -264.4728)	POLYGON((-41.27544 -311.4822,51.50658 -311.5086,53.2926 -216.915,-42.70668 -216.8868,-41.27544 -311.4822))			Forward-S Sigmoid	62.0487	0	AIA_4	SOL2012-01-01T19:53:02L107C108
2012-01-01	2012-01-01T20:23:02	2012-01-01T20:53:02	POINT(8.87346 -265.3536)	POLYGON((-40.45878 -315.258,57.83274 -315.3066,59.97312 -214.827,-41.9562 -214.776,-40.45878 -315.258))			Forward-S Sigmoid	7.86673	0	AIA_4	SOL2012-01-01T20:23:02L107C108
2012-01-01	2012-01-01T22:22:57	2012-01-01T22:52:57	POINT(21.63948 -267.9156)	POLYGON((-22.87776 -312.8676,65.3412 -312.9744,67.5378 -222.4524,-23.6469 -222.3414,-22.87776 -312.8676))			Forward-S Sigmoid	7.46341	0	AIA_1	SOL2012-01-01T22:22:57L106C108
2012-01-01	2012-01-01T22:23:02	2012-01-01T22:53:02	POINT(17.4837 -271.2738)	POLYGON((-24.65628 -313.8168,58.9974 -313.899,60.8958 -228.2652,-25.44972 -228.1806,-24.65628 -313.8168))			Forward-S Sigmoid	9.0591	0	AIA_4	SOL2012-01-01T22:23:02L106C109
2012-01-01	2012-01-01T22:52:57	2012-01-01T23:22:57	POINT(31.16394 -264.6864)	POLYGON((-17.54424 -313.881,78.5856 -314.0484,81.4494 -214.8882,-18.18366 -214.7136,-17.54424 -313.881))			Forward-S Sigmoid	8.97248	0	AIA_1	SOL2012-01-01T22:52:57L107C108
2012-01-01	2012-01-01T22:53:02	2012-01-01T23:23:02	POINT(22.74936 -270.5646)	POLYGON((-19.33248 -313.035,64.02 -313.1412,66.0714 -227.6316,-19.9521 -227.5212,-19.33248 -313.035))			Forward-S Sigmoid	18.86	0	AIA_4	SOL2012-01-01T22:53:02L106C109
2012-01-01	2012-01-01T23:52:57	2012-01-02T00:22:57	POINT(40.46322 -263.9166)	POLYGON((-11.04822 -315.9402,90.198 -316.1694,93.6714 -211.221,-11.47374 -210.981,-11.04822 -315.9402))			Forward-S Sigmoid	6.49301	1388	AIA_1	SOL2012-01-01T23:52:57L107C108
2012-01-01	2012-01-01T23:53:02	2012-01-02T00:23:02	POINT(37.73076 -265.9824)	POLYGON((-12.99822 -317.2206,86.82 -317.4312,90.138 -214.0854,-13.49496 -213.8646,-12.99822 -317.2206))			Forward-S Sigmoid	10.5906	1388	AIA_4	SOL2012-01-01T23:53:02L106C108
2012-01-02	2012-01-02T00:22:57	2012-01-02T00:52:57	POINT(37.28544 -338.7792)	POLYGON((0.39753 -376.0086,72.7332 -376.1628,75.348 -301.059,0.411821 -300.897,0.39753 -376.0086))			Inverse-S Sigmoid	11.4508	1388	AIA_1	SOL2012-01-02T00:22:57L106C113
2012-01-02	2012-01-02T00:22:57	2012-01-02T00:52:57	POINT(45.43758 -263.5758)	POLYGON((-6.26976 -315.7812,95.1438 -316.0392,98.8176 -210.6948,-6.51186 -210.4242,-6.26976 -315.7812))			Forward-S Sigmoid	7.39237	1388	AIA_1	SOL2012-01-02T00:22:57L107C108
2012-01-02	2012-01-02T00:23:02	2012-01-02T00:53:02	POINT(42.71034 -265.6674)	POLYGON((-7.73574 -316.5996,91.3146 -316.8366,94.7802 -214.0848,-8.02932 -213.8364,-7.73574 -316.5996))			Forward-S Sigmoid	15.2227	1388	AIA_4	SOL2012-01-02T00:23:02L107C108
2012-01-02	2012-01-02T00:23:02	2012-01-02T00:53:02	POINT(-382.635 -374.9466)	POLYGON((-437.0568 -433.074,-300.9078 -429.7224,-319.485 -315.5046,-464.0304 -319.101,-437.0568 -433.074))			Inverse-S Sigmoid	8.61014	1389	AIA_4	SOL2012-01-02T00:23:02L078C115
2012-01-02	2012-01-02T00:52:57	2012-01-02T01:22:57	POINT(51.81828 -263.199)	POLYGON((-4.209018 -319.7862,105.3438 -320.1042,109.7592 -205.8186,-4.385442 -205.4838,-4.209018 -319.7862))			Forward-S Sigmoid	8.35834	1388	AIA_1	SOL2012-01-02T00:52:57L107C108
2012-01-02	2012-01-02T00:53:02	2012-01-02T01:23:02	POINT(47.35248 -265.8534)	POLYGON((-6.5244 -320.2692,99.0246 -320.5494,103.0518 -210.6936,-6.78972 -210.399,-6.5244 -320.2692))			Forward-S Sigmoid	13.4845	1388	AIA_4	SOL2012-01-02T00:53:02L107C108
2012-01-02	2012-01-02T00:53:02	2012-01-02T01:23:02	POINT(-373.779 -377.5974)	POLYGON((-438.1566 -447.2454,-276.093 -443.364,-296.9376 -306.0294,-471.2238 -310.2576,-438.1566 -447.2454))			Inverse-S Sigmoid	16.9288	1389	AIA_4	SOL2012-01-02T00:53:02L079C115
2012-01-02	2012-01-02T01:23:02	2012-01-02T01:53:02	POINT(53.18898 -265.2504)	POLYGON((-0.693096 -319.6482,104.6004 -319.9626,108.8448 -210.1116,-0.721218 -209.781,-0.693096 -319.6482))			Forward-S Sigmoid	16.2765	1388	AIA_4	SOL2012-01-02T01:23:02L107C108
2012-01-02	2012-01-02T02:22:57	2012-01-02T02:52:57	POINT(-109.2666 -354.6306)	POLYGON((-162.1098 -408.912,-49.67808 -408.1968,-52.4385 -299.2422,-171.117 -300.0048,-162.1098 -408.912))			Inverse-S Sigmoid	14.1884	1388	AIA_1	SOL2012-01-02T02:22:57L096C114
2012-01-02	2012-01-02T03:53:02	2012-01-02T04:23:02	POINT(599.5428 -317.448)	POLYGON((550.935 -364.7676,619.968 -367.9014,646.308 -269.3952,574.3458 -266.0982,550.935 -364.7676))			Inverse-S Sigmoid	7.62321	1386	AIA_4	SOL2012-01-02T03:53:02L143C111
2012-01-02	2012-01-02T06:22:57	2012-01-02T06:52:57	POINT(90.0264 -339.8718)	POLYGON((41.57964 -388.7358,133.7532 -389.2182,140.166 -290.1498,43.57344 -289.6392,41.57964 -388.7358))			Forward-S Sigmoid	6.11847	1388	AIA_1	SOL2012-01-02T06:22:57L106C113
2012-01-02	2012-01-02T06:22:57	2012-01-02T06:52:57	POINT(-333.6096 -363.0852)	POLYGON((-410.883 -447.0822,-220.7292 -443.1012,-240.219 -276.4212,-447.1488 -280.821,-410.883 -447.0822))			Forward-S Sigmoid	7.00425	1389	AIA_1	SOL2012-01-02T06:22:57L079C114
2012-01-02	2012-01-02T06:52:57	2012-01-02T07:22:57	POINT(95.0226 -340.2066)	POLYGON((50.92854 -384.6318,134.6304 -385.0956,140.4894 -295.0722,53.14482 -294.5844,50.92854 -384.6318))			Forward-S Sigmoid	14.2143	1388	AIA_1	SOL2012-01-02T06:52:57L106C113
2012-01-02	2012-01-02T08:22:57	2012-01-02T08:52:57	POINT(-330.1008 -380.6826)	POLYGON((-369.0918 -421.2702,-275.2038 -419.2968,-287.2566 -339.4368,-385.2528 -341.5122,-369.0918 -421.2702))			Forward-S Sigmoid	9.14419	1389	AIA_1	SOL2012-01-02T08:22:57L078C115
2012-01-02	2012-01-02T08:52:57	2012-01-02T09:22:57	POINT(163.1568 -246.1998)	POLYGON((123.672 -285.7296,197.6898 -286.4226,203.0838 -206.3184,127.047 -205.6014,123.672 -285.7296))			Inverse-S Sigmoid	7.75869	1388	AIA_1	SOL2012-01-02T08:52:57L109C107
2012-01-02	2012-01-02T09:52:57	2012-01-02T10:22:57	POINT(-697.506 296.6448)	POLYGON((-737.31 255.3348,-670.86 259.4034,-655.338 337.3026,-720.252 333.3012,-737.31 255.3348))			Inverse-S Sigmoid	73.225	0	AIA_1	SOL2012-01-02T09:52:57L051C075
2012-01-02	2012-01-02T10:22:57	2012-01-02T10:52:57	POINT(-694.38 296.3052)	POLYGON((-734.544 254.6184,-667.386 258.6918,-651.834 337.3284,-717.438 333.3228,-734.544 254.6184))			Inverse-S Sigmoid	55.1766	0	AIA_1	SOL2012-01-02T10:22:57L051C075
2012-01-02	2012-01-02T10:52:57	2012-01-02T11:22:57	POINT(128.1822 -339.759)	POLYGON((82.6356 -385.5624,167.4714 -386.2026,174.9972 -293.2014,86.3496 -292.5264,82.6356 -385.5624))			Forward-S Sigmoid	9.17496	1388	AIA_1	SOL2012-01-02T10:52:57L106C113
2012-01-02	2012-01-02T10:52:57	2012-01-02T11:22:57	POINT(-690.234 293.9004)	POLYGON((-728.994 253.7502,-664.044 257.634,-649.302 333.4398,-712.818 329.6172,-728.994 253.7502))			Inverse-S Sigmoid	9.69287	0	AIA_1	SOL2012-01-02T10:52:57L051C075
2012-01-02	2012-01-02T10:52:57	2012-01-02T11:22:57	POINT(-153.969 -362.928)	POLYGON((-198.9708 -409.1586,-100.8192 -408.2556,-105.687 -315.876,-208.5762 -316.8306,-198.9708 -409.1586))			Forward-S Sigmoid	9.86665	1389	AIA_1	SOL2012-01-02T10:52:57L088C114
2012-01-02	2012-01-02T11:22:57	2012-01-02T11:52:57	POINT(-149.226 -364.134)	POLYGON((-196.8672 -413.1426,-93.1194 -412.2174,-97.9188 -314.1954,-207.0126 -315.1776,-196.8672 -413.1426))			Forward-S Sigmoid	12.2115	1389	AIA_1	SOL2012-01-02T11:22:57L088C114
2012-01-02	2012-01-02T11:52:57	2012-01-02T12:22:57	POINT(-264.0276 -364.5096)	POLYGON((-309.7122 -411.9678,-203.8986 -410.2422,-213.939 -316.1964,-324.9606 -318.0222,-309.7122 -411.9678))			Inverse-S Sigmoid	7.2125	1389	AIA_1	SOL2012-01-02T11:52:57L080C114
2012-01-02	2012-01-02T13:52:57	2012-01-02T14:22:57	POINT(-672 299.1798)	POLYGON((-711.456 258.3684,-645.336 262.1334,-630.474 339.3492,-695.07 335.6466,-711.456 258.3684))			Inverse-S Sigmoid	55.0365	0	AIA_1	SOL2012-01-02T13:52:57L051C075
2012-01-02	2012-01-02T14:22:57	2012-01-02T14:52:57	POINT(161.6034 -267.6846)	POLYGON((60.6714 -369.0612,246.5604 -370.8,266.076 -163.6566,65.4738 -161.7444,60.6714 -369.0612))			Forward-S Sigmoid	13.3895	1388	AIA_1	SOL2012-01-02T14:22:57L106C108
2012-01-02	2012-01-02T18:23:02	2012-01-02T18:53:02	POINT(114.879 -418.1898)	POLYGON((55.00956 -478.7706,164.973 -479.5488,178.0068 -355.7748,59.35596 -354.9252,55.00956 -478.7706))			Forward-S Sigmoid	8.74376	1388	AIA_4	SOL2012-01-02T18:23:02L102C118
2012-01-02	2012-01-02T19:22:57	2012-01-02T19:52:57	POINT(-210.1146 -370.6494)	POLYGON((-250.6092 -412.3452,-159.4626 -411.1644,-166.5348 -328.272,-261.7224 -329.5146,-250.6092 -412.3452))			Inverse-S Sigmoid	9.31771	1389	AIA_1	SOL2012-01-02T19:22:57L080C115
2012-01-02	2012-01-02T19:22:57	2012-01-02T19:52:57	POINT(59.39892 -343.6872)	POLYGON((6.6015 -397.1214,108.7026 -397.4808,114.5094 -289.2144,6.95418 -288.8322,6.6015 -397.1214))			Inverse-S Sigmoid	12.4224	1388	AIA_1	SOL2012-01-02T19:22:57L097C113
2012-01-02	2012-01-02T20:22:57	2012-01-02T20:52:57	POINT(66.2766 -345.9984)	POLYGON((6.55554 -406.5096,121.4754 -406.9626,128.928 -284.1378,6.95772 -283.6518,6.55554 -406.5096))			Inverse-S Sigmoid	11.1918	1388	AIA_1	SOL2012-01-02T20:22:57L097C113
2012-01-02	2012-01-02T20:52:57	2012-01-02T21:22:57	POINT(70.9062 -344.4072)	POLYGON((15.21624 -400.7568,122.157 -401.2086,129.0768 -286.8972,16.07832 -286.4154,15.21624 -400.7568))			Inverse-S Sigmoid	17.158	1388	AIA_1	SOL2012-01-02T20:52:57L097C113
2012-01-02	2012-01-02T21:22:57	2012-01-02T21:52:57	POINT(464.0454 201.8034)	POLYGON((411.1674 150.69,521.7288 147.3048,512.5962 252.1212,403.9686 255.477,411.1674 150.69))			Inverse-S Sigmoid	16.0621	0	AIA_1	SOL2012-01-02T21:22:57L121C081
2012-01-02	2012-01-02T21:23:02	2012-01-02T21:53:02	POINT(138.9942 -413.6622)	POLYGON((78.9282 -474.2898,187.3812 -475.2246,201.9906 -351.228,85.0824 -350.2086,78.9282 -474.2898))			Inverse-S Sigmoid	12.8684	1388	AIA_4	SOL2012-01-02T21:23:02L102C118
2012-01-02	2012-01-02T21:52:57	2012-01-02T22:22:57	POINT(79.1454 -344.7858)	POLYGON((19.4583 -405.1908,133.4622 -405.729,141.6084 -283.0416,20.646 -282.4644,19.4583 -405.1908))			Inverse-S Sigmoid	21.7331	1388	AIA_1	SOL2012-01-02T21:52:57L097C113
2012-01-02	2012-01-02T23:22:57	2012-01-02T23:52:57	POINT(91.7034 -344.2914)	POLYGON((35.1852 -401.3922,142.3926 -401.9808,150.5808 -285.9978,37.20852 -285.369,35.1852 -401.3922))			Inverse-S Sigmoid	11.8104	1388	AIA_1	SOL2012-01-02T23:22:57L097C113
2012-01-02	2012-01-02T23:23:02	2012-01-02T23:53:02	POINT(92.0292 -346.1322)	POLYGON((31.0821 -407.7624,146.559 -408.3984,155.7462 -283.0992,33.03066 -282.4152,31.0821 -407.7624))			Inverse-S Sigmoid	6.73345	1388	AIA_4	SOL2012-01-02T23:23:02L097C113
2012-01-02	2012-01-02T23:52:57	2012-01-03T00:22:57	POINT(94.8336 -343.1478)	POLYGON((38.1417 -400.4088,145.4994 -401.019,153.8586 -284.6928,40.33314 -284.0412,38.1417 -400.4088))			Inverse-S Sigmoid	18.0067	1388	AIA_1	SOL2012-01-02T23:52:57L097C113
2012-01-03	2012-01-03T00:22:57	2012-01-03T00:52:57	POINT(99.0048 -346.0002)	POLYGON((41.68986 -403.8834,149.8932 -404.5266,158.6928 -286.881,44.1375 -286.1922,41.68986 -403.8834))			Inverse-S Sigmoid	7.83733	1388	AIA_1	SOL2012-01-03T00:22:57L097C113
2012-01-03	2012-01-03T02:22:57	2012-01-03T02:52:57	POINT(258.3078 -367.9578)	POLYGON((180.3858 -445.6122,311.1636 -447.741,338.1906 -287.808,196.0566 -285.4608,180.3858 -445.6122))			Inverse-S Sigmoid	8.59111	1388	AIA_1	SOL2012-01-03T02:22:57L107C115
2012-01-03	2012-01-03T02:23:02	2012-01-03T02:53:02	POINT(120.4968 -364.1814)	POLYGON((79.3542 -405.5802,155.9382 -406.1424,162.8316 -322.1034,82.8624 -321.5112,79.3542 -405.5802))			Forward-S Sigmoid	30.0965	1388	AIA_4	SOL2012-01-03T02:23:02L097C114
2012-01-03	2012-01-03T02:52:57	2012-01-03T03:22:57	POINT(260.295 -365.8116)	POLYGON((186.2382 -439.608,310.692 -441.6516,336.0612 -289.7856,201.4482 -287.5452,186.2382 -439.608))			Inverse-S Sigmoid	7.27835	1388	AIA_1	SOL2012-01-03T02:52:57L106C114
2012-01-03	2012-01-03T03:52:57	2012-01-03T04:22:57	POINT(271.59 -341.9886)	POLYGON((225.108 -388.3206,304.509 -389.6772,318.5562 -294.8724,235.494 -293.4414,225.108 -388.3206))			Forward-S Sigmoid	9.01426	1388	AIA_1	SOL2012-01-03T03:52:57L106C113
2012-01-03	2012-01-03T05:52:57	2012-01-03T06:22:57	POINT(-138.465 -369.1656)	POLYGON((-209.6256 -443.4636,-54.39246 -442.1424,-58.82976 -292.6704,-226.7244 -294.1182,-209.6256 -443.4636))			Inverse-S Sigmoid	18.428	1389	AIA_1	SOL2012-01-03T05:52:57L079C115
2012-01-03	2012-01-03T07:53:09	2012-01-03T08:23:09	POINT(161.5974 -343.5552)	POLYGON((112.5474 -392.8038,201.9552 -393.6906,211.929 -293.4222,118.1064 -292.4826,112.5474 -392.8038))			Inverse-S Sigmoid	15.6756	1388	AIA_1	SOL2012-01-03T07:53:09L097C113
2012-01-03	2012-01-03T09:52:57	2012-01-03T10:22:57	POINT(-64.8036 -334.026)	POLYGON((-111.4194 -381.54,-14.93988 -381.1614,-15.61974 -285.741,-116.4894 -286.1406,-111.4194 -381.54))			Inverse-S Sigmoid	6.1388	1389	AIA_1	SOL2012-01-03T09:52:57L081C113
2012-01-03	2012-01-03T10:23:02	2012-01-03T10:53:02	POINT(-93.4938 -358.3602)	POLYGON((-168.2022 -435.945,-9.90708 -435.0396,-10.72614 -278.4708,-182.1072 -279.465,-168.2022 -435.945))			Forward-S Sigmoid	9.51426	1389	AIA_4	SOL2012-01-03T10:23:02L079C114
2012-01-03	2012-01-03T12:52:57	2012-01-03T13:22:57	POINT(725.502 173.0712)	POLYGON((676.332 127.1766,778.608 120.5562,767.454 218.304,666.636 224.8836,676.332 127.1766))			Forward-S Sigmoid	11.374	0	AIA_1	SOL2012-01-03T12:52:57L132C082
2012-01-03	2012-01-03T13:53:02	2012-01-03T14:23:02	POINT(213.5058 -355.5978)	POLYGON((156.7356 -412.4196,256.2702 -413.7588,271.6284 -297.5268,166.1304 -296.0922,156.7356 -412.4196))			Inverse-S Sigmoid	9.57009	1388	AIA_4	SOL2012-01-03T13:53:02L097C114
2012-01-03	2012-01-03T16:23:02	2012-01-03T16:53:02	POINT(249.7446 -367.8534)	POLYGON((171.5886 -445.8252,303.4878 -447.9414,330.0396 -287.3742,186.6036 -285.0402,171.5886 -445.8252))			Inverse-S Sigmoid	7.55348	1388	AIA_4	SOL2012-01-03T16:23:02L098C115
2012-01-03	2012-01-03T16:53:02	2012-01-03T17:23:02	POINT(252.3078 -368.5428)	POLYGON((176.7546 -443.904,304.1028 -445.9722,329.8236 -290.835,191.7078 -288.561,176.7546 -443.904))			Inverse-S Sigmoid	12.4324	1388	AIA_4	SOL2012-01-03T16:53:02L098C115
2012-01-03	2012-01-03T20:23:02	2012-01-03T20:53:02	POINT(263.187 -351.3024)	POLYGON((200.8842 -413.3976,306.6366 -415.1934,326.5446 -287.7378,213.9282 -285.8034,200.8842 -413.3976))			Inverse-S Sigmoid	8.76795	1388	AIA_4	SOL2012-01-03T20:23:02L097C114
2012-01-04	2012-01-04T00:22:57	2012-01-04T00:52:57	POINT(330.9138 -403.4322)	POLYGON((244.8762 -488.4324,377.2404 -491.4336,418.3638 -314.946,271.578 -311.5656,244.8762 -488.4324))			Inverse-S Sigmoid	6.82966	0	AIA_1	SOL2012-01-04T00:22:57L100C117
2012-01-04	2012-01-04T00:23:02	2012-01-04T00:53:02	POINT(-142.9938 392.3418)	POLYGON((-194.889 340.308,-96.2562 341.2272,-92.2686 442.9296,-186.8166 442.0416,-194.889 340.308))			Inverse-S Sigmoid	15.0065	0	AIA_4	SOL2012-01-04T00:23:02L069C070
2012-01-04	2012-01-04T00:52:57	2012-01-04T01:22:57	POINT(334.7046 -403.341)	POLYGON((247.5978 -489.342,381.1044 -492.4116,423.1716 -313.7694,274.9362 -310.3074,247.5978 -489.342))			Inverse-S Sigmoid	6.80615	0	AIA_1	SOL2012-01-04T00:52:57L100C117
2012-01-04	2012-01-04T01:52:57	2012-01-04T02:22:57	POINT(343.1328 -404.0616)	POLYGON((255.6174 -490.368,388.6572 -493.524,431.838 -314.1474,284.0262 -310.5858,255.6174 -490.368))			Inverse-S Sigmoid	6.06443	0	AIA_1	SOL2012-01-04T01:52:57L100C117
2012-01-04	2012-01-04T01:53:02	2012-01-04T02:23:02	POINT(-133.5108 389.1384)	POLYGON((-181.401 341.1534,-90.0594 341.9472,-86.6526 435.9024,-174.54 435.1332,-181.401 341.1534))			Inverse-S Sigmoid	14.2517	0	AIA_4	SOL2012-01-04T01:53:02L068C070
