event_date	event_starttime	event_endtime	hpc_coord	hpc_bbox	sg_chirality	sg_orientation	sg_shape	sg_aspectratio	AR_NOAANUM	obs_instrument	SOL_standard
2018-01-03	2018-01-03T13:32:30	2018-01-03T14:02:30	POINT(303.0462 383.949)	POLYGON((244.1544 327.0462,373.1208 324.39,356.1594 439.053,233.0532 441.612,244.1544 327.0462))			Forward-S Sigmoid	9.146280288696289	0	AIA_1	SOL2018-01-03T13:32:30L332C071
2018-01-03	2018-01-03T14:32:30	2018-01-03T15:02:30	POINT(-117.1902 312.1644)	POLYGON((-161.0166 268.2276,-75.8652 268.854,-73.9464 355.2984,-156.9444 354.6834,-161.0166 268.2276))			Forward-S Sigmoid	6.219160079956055	0	AIA_1	SOL2018-01-03T14:32:30L305C075
2018-01-03	2018-01-03T15:02:30	2018-01-03T15:32:30	POINT(-110.454 312.465)	POLYGON((-165.2022 257.5686,-58.50324 258.3078,-56.6607 366.1104,-159.9996 365.3886,-165.2022 257.5686))			Inverse-S Sigmoid	25.63319969177246	0	AIA_1	SOL2018-01-03T15:02:30L305C075
2018-01-03	2018-01-03T18:32:30	2018-01-03T19:02:30	POINT(-71.814 306.2262)	POLYGON((-112.8684 265.1574,-32.16432 265.5204,-31.42314 346.6026,-110.2674 346.245,-112.8684 265.1574))			Inverse-S Sigmoid	23.43869972229004	0	AIA_1	SOL2018-01-03T18:32:30L306C076
2018-01-03	2018-01-03T21:34:35	2018-01-03T22:04:35	POINT(-52.6107 304.9902)	POLYGON((-96.2142 261.4104,-10.07706 261.6948,-9.83232 347.7924,-93.8778 347.5128,-96.2142 261.4104))			Inverse-S Sigmoid	7.633800029754639	0	AIA_4	SOL2018-01-03T21:34:35L305C076
2018-01-03	2018-01-03T23:32:30	2018-01-04T00:02:30	POINT(-22.91964 306.1956)	POLYGON((-68.9076 260.3076,22.58058 260.4396,22.00008 351.2154,-67.1364 351.0858,-68.9076 260.3076))			Inverse-S Sigmoid	22.03230094909668	0	AIA_1	SOL2018-01-03T23:32:30L306C076
2018-01-04	2018-01-04T00:02:30	2018-01-04T00:32:30	POINT(399.9798 372.993)	POLYGON((357.135 331.557,453.8154 328.7706,439.0524 413.4756,345.5148 416.1894,357.135 331.557))			Forward-S Sigmoid	13.326399803161621	0	AIA_1	SOL2018-01-04T00:02:30L333C071
2018-01-04	2018-01-04T00:04:35	2018-01-04T00:34:35	POINT(401.1906 374.0058)	POLYGON((357.6018 331.8816,455.9976 329.034,440.8596 415.1412,345.7278 417.9132,357.6018 331.8816))			Forward-S Sigmoid	19.952999114990234	0	AIA_4	SOL2018-01-04T00:04:35L333C071
2018-01-04	2018-01-04T01:02:30	2018-01-04T01:32:30	POINT(-8.8419 306.1032)	POLYGON((-50.3352 264.7188,32.47788 264.765,31.72356 346.7784,-49.16604 346.7328,-50.3352 264.7188))			Inverse-S Sigmoid	136.07899475097656	0	AIA_1	SOL2018-01-04T01:02:30L306C076
2018-01-04	2018-01-04T01:04:35	2018-01-04T01:34:35	POINT(410.5992 374.4036)	POLYGON((365.0694 330.5118,467.9988 327.441,451.7742 417.2178,352.41 420.2034,365.0694 330.5118))			Forward-S Sigmoid	24.4375	0	AIA_4	SOL2018-01-04T01:04:35L333C071
2018-01-04	2018-01-04T02:32:30	2018-01-04T03:02:30	POINT(-8.59368 314.1894)	POLYGON((-57.87492 265.0734,40.48656 265.1268,39.33318 362.2824,-56.22618 362.2296,-57.87492 265.0734))			Forward-S Sigmoid	6.949679851531982	0	AIA_1	SOL2018-01-04T02:32:30L305C075
2018-01-04	2018-01-04T04:04:35	2018-01-04T04:34:35	POINT(439.1208 372.3156)	POLYGON((378.6678 314.8914,514.782 310.4592,491.6778 427.9038,361.6662 432.177,378.6678 314.8914))			Forward-S Sigmoid	7.056700229644775	0	AIA_4	SOL2018-01-04T04:04:35L333C071
2018-01-04	2018-01-04T04:34:35	2018-01-04T05:04:35	POINT(439.6464 371.4432)	POLYGON((380.6184 315.309,513.6084 310.9704,491.133 425.8266,363.957 430.0128,380.6184 315.309))			Forward-S Sigmoid	6.189499855041504	0	AIA_4	SOL2018-01-04T04:34:35L333C071
2018-01-04	2018-01-04T07:02:30	2018-01-04T07:32:30	POINT(38.51154 304.3614)	POLYGON((-6.13284 259.9512,83.9448 259.731,81.8694 347.9544,-5.98122 348.171,-6.13284 259.9512))			Forward-S Sigmoid	6.134180068969727	0	AIA_1	SOL2018-01-04T07:02:30L305C076
2018-01-04	2018-01-04T10:34:35	2018-01-04T11:04:35	POINT(75.2796 309.9174)	POLYGON((30.8985 265.863,121.2396 265.4268,118.1832 353.1486,30.11964 353.577,30.8985 265.863))			Inverse-S Sigmoid	8.317090034484863	0	AIA_4	SOL2018-01-04T10:34:35L306C075
2018-01-04	2018-01-04T11:04:35	2018-01-04T11:34:35	POINT(79.6446 308.8128)	POLYGON((34.46064 263.9766,126.5106 263.5062,123.282 352.7988,33.5811 353.2608,34.46064 263.9766))			Inverse-S Sigmoid	8.126359939575195	0	AIA_4	SOL2018-01-04T11:04:35L306C076
2018-01-04	2018-01-04T11:32:30	2018-01-04T12:02:30	POINT(82.9938 310.7694)	POLYGON((32.2767 260.5032,135.6414 259.9518,131.7342 359.9616,31.34694 360.5016,32.2767 260.5032))			Inverse-S Sigmoid	8.258150100708008	0	AIA_1	SOL2018-01-04T11:32:30L306C075
2018-01-04	2018-01-04T11:34:35	2018-01-04T12:04:35	POINT(85.5378 309.2322)	POLYGON((41.79372 265.8288,131.0472 265.338,127.8006 351.8358,40.75806 352.3176,41.79372 265.8288))			Inverse-S Sigmoid	56.45280075073242	0	AIA_4	SOL2018-01-04T11:34:35L306C076
2018-01-04	2018-01-04T12:04:35	2018-01-04T12:34:35	POINT(89.6592 308.0232)	POLYGON((43.25142 262.0074,137.9898 261.4608,134.388 353.1444,42.12252 353.6802,43.25142 262.0074))			Inverse-S Sigmoid	18.1117000579834	0	AIA_4	SOL2018-01-04T12:04:35L306C076
2018-01-04	2018-01-04T13:32:30	2018-01-04T14:02:30	POINT(103.1502 310.65)	POLYGON((48.3573 256.4556,160.4736 255.7086,155.4948 363.594,46.857 364.3236,48.3573 256.4556))			Inverse-S Sigmoid	168.6179962158203	0	AIA_1	SOL2018-01-04T13:32:30L306C075
2018-01-04	2018-01-04T13:34:35	2018-01-04T14:04:35	POINT(105.189 310.1784)	POLYGON((55.7805 261.264,156.9864 260.5764,152.589 358.0728,54.21798 358.7466,55.7805 261.264))			Inverse-S Sigmoid	11.680899620056152	0	AIA_4	SOL2018-01-04T13:34:35L306C075
2018-01-04	2018-01-04T14:02:30	2018-01-04T14:32:30	POINT(112.0146 310.7088)	POLYGON((52.48494 251.9226,174.4488 251.0394,168.5844 368.0232,50.7204 368.8848,52.48494 251.9226))			Inverse-S Sigmoid	6.960939884185791	0	AIA_1	SOL2018-01-04T14:02:30L306C075
2018-01-04	2018-01-04T14:04:35	2018-01-04T14:34:35	POINT(109.1892 310.0554)	POLYGON((58.89648 260.2866,161.9916 259.5588,157.3782 358.7688,57.21906 359.4816,58.89648 260.2866))			Inverse-S Sigmoid	6.969649791717529	0	AIA_4	SOL2018-01-04T14:04:35L306C075
2018-01-04	2018-01-04T14:32:30	2018-01-04T15:02:30	POINT(119.7006 307.9314)	POLYGON((58.60974 247.65,183.8958 246.6798,177.6366 366.678,56.61456 367.6236,58.60974 247.65))			Inverse-S Sigmoid	8.170940399169922	0	AIA_1	SOL2018-01-04T14:32:30L306C076
2018-01-04	2018-01-04T14:34:35	2018-01-04T15:04:35	POINT(113.7318 310.1274)	POLYGON((64.8984 261.8016,165.1236 261.0636,160.5516 357.456,63.1014 358.179,64.8984 261.8016))			Inverse-S Sigmoid	8.335570335388184	0	AIA_4	SOL2018-01-04T14:34:35L306C075
2018-01-04	2018-01-04T15:02:30	2018-01-04T15:32:30	POINT(-748.08 -114.705)	POLYGON((-800.118 -172.6032,-672.552 -163.4064,-684.252 -56.7381,-814.026 -66.177,-800.118 -172.6032))			Forward-S Sigmoid	216.4080047607422	0	AIA_1	SOL2018-01-04T15:02:30L248C098
2018-01-04	2018-01-04T15:02:30	2018-01-04T15:32:30	POINT(123.7818 309.2382)	POLYGON((65.0292 251.2572,185.6856 250.2894,179.5626 365.7912,62.8848 366.7356,65.0292 251.2572))			Inverse-S Sigmoid	10.98900032043457	0	AIA_1	SOL2018-01-04T15:02:30L306C076
2018-01-04	2018-01-04T15:04:35	2018-01-04T15:34:35	POINT(119.4972 309.8652)	POLYGON((68.4012 259.3428,173.3658 258.5298,168.3564 359.2986,66.4242 360.0948,68.4012 259.3428))			Inverse-S Sigmoid	7.419429779052734	0	AIA_4	SOL2018-01-04T15:04:35L306C075
2018-01-04	2018-01-04T15:32:30	2018-01-04T16:02:30	POINT(127.3584 308.082)	POLYGON((67.2744 248.8164,190.7094 247.797,184.3176 365.8608,65.019 366.8556,67.2744 248.8164))			Inverse-S Sigmoid	13.710200309753418	0	AIA_1	SOL2018-01-04T15:32:30L306C076
2018-01-04	2018-01-04T15:34:35	2018-01-04T16:04:35	POINT(124.794 309.102)	POLYGON((72.3606 257.289,180.1626 256.416,174.843 359.772,70.224 360.6264,72.3606 257.289))			Inverse-S Sigmoid	10.690799713134766	0	AIA_4	SOL2018-01-04T15:34:35L306C076
2018-01-04	2018-01-04T16:02:30	2018-01-04T16:32:30	POINT(128.5332 308.5854)	POLYGON((74.8422 255.5568,185.2878 254.6352,179.7036 360.4188,72.5862 361.3206,74.8422 255.5568))			Inverse-S Sigmoid	27.993099212646484	0	AIA_1	SOL2018-01-04T16:02:30L306C076
2018-01-04	2018-01-04T16:02:30	2018-01-04T16:32:30	POINT(-736.23 -111.7206)	POLYGON((-790.458 -171.9708,-658.098 -162.7896,-669.888 -51.39882,-804.606 -60.8298,-790.458 -171.9708))			Forward-S Sigmoid	6.359650135040283	0	AIA_1	SOL2018-01-04T16:02:30L249C098
2018-01-04	2018-01-04T16:04:35	2018-01-04T16:34:35	POINT(128.7048 309.291)	POLYGON((75.783 257.0148,184.6758 256.104,179.1696 360.402,73.5228 361.293,75.783 257.0148))			Inverse-S Sigmoid	8.641739845275879	0	AIA_4	SOL2018-01-04T16:04:35L306C075
2018-01-04	2018-01-04T16:04:35	2018-01-04T16:34:35	POINT(531.0234 363.2514)	POLYGON((486.6168 321.006,589.4802 316.5888,570.0966 404.4876,470.61 408.789,486.6168 321.006))			Forward-S Sigmoid	7.873479843139648	0	AIA_4	SOL2018-01-04T16:04:35L333C072
2018-01-04	2018-01-04T16:32:30	2018-01-04T17:02:30	POINT(134.0916 308.886)	POLYGON((79.98 255.468,191.4204 254.496,185.5992 361.0884,77.5476 362.0388,79.98 255.468))			Inverse-S Sigmoid	9.853540420532227	0	AIA_1	SOL2018-01-04T16:32:30L306C076
2018-01-04	2018-01-04T16:32:30	2018-01-04T17:02:30	POINT(-740.76 -110.1264)	POLYGON((-805.326 -183.8568,-643.818 -172.497,-657.768 -36.30276,-822.756 -48.03852,-805.326 -183.8568))			Inverse-S Sigmoid	6.528850078582764	0	AIA_1	SOL2018-01-04T16:32:30L248C098
2018-01-04	2018-01-04T16:34:35	2018-01-04T17:04:35	POINT(133.9446 309.9504)	POLYGON((80.5242 257.2086,190.5696 256.2492,184.818 361.5036,78.0942 362.4414,80.5242 257.2086))			Inverse-S Sigmoid	6.577030181884766	0	AIA_4	SOL2018-01-04T16:34:35L306C075
2018-01-04	2018-01-04T17:02:30	2018-01-04T17:32:30	POINT(140.3988 309.879)	POLYGON((83.3892 253.6662,200.9178 252.591,194.4636 364.7418,80.7102 365.7918,83.3892 253.6662))			Inverse-S Sigmoid	7.550209999084473	0	AIA_1	SOL2018-01-04T17:02:30L306C075
2018-01-04	2018-01-04T17:04:35	2018-01-04T17:34:35	POINT(138.8328 309.93)	POLYGON((84.3996 256.2186,196.6302 255.2028,190.5876 362.4078,81.8058 363.4002,84.3996 256.2186))			Inverse-S Sigmoid	6.620520114898682	0	AIA_4	SOL2018-01-04T17:04:35L306C075
2018-01-04	2018-01-04T17:32:30	2018-01-04T18:02:30	POINT(146.1912 309.9192)	POLYGON((83.7432 248.4522,212.5164 247.224,205.0632 369.7734,80.8062 370.9698,83.7432 248.4522))			Inverse-S Sigmoid	8.837080001831055	0	AIA_1	SOL2018-01-04T17:32:30L306C075
2018-01-04	2018-01-04T17:34:35	2018-01-04T18:04:35	POINT(143.373 309.402)	POLYGON((87.0816 253.899,203.2056 252.813,196.7712 363.5898,84.324 364.6512,87.0816 253.899))			Inverse-S Sigmoid	7.835080146789551	0	AIA_4	SOL2018-01-04T17:34:35L306C075
2018-01-04	2018-01-04T18:02:30	2018-01-04T18:32:30	POINT(147.8952 309.7854)	POLYGON((85.6008 248.475,214.101 247.2336,206.6154 369.4902,82.608 370.6998,85.6008 248.475))			Inverse-S Sigmoid	6.8028998374938965	0	AIA_1	SOL2018-01-04T18:02:30L306C075
2018-01-04	2018-01-04T18:04:35	2018-01-04T18:34:35	POINT(147.1158 310.3566)	POLYGON((92.6418 256.638,205.161 255.5562,198.8394 362.8368,89.787 363.894,92.6418 256.638))			Inverse-S Sigmoid	6.817770004272461	0	AIA_4	SOL2018-01-04T18:04:35L306C075
2018-01-04	2018-01-04T18:32:30	2018-01-04T19:02:30	POINT(147.327 311.6652)	POLYGON((91.3668 256.5048,206.9568 255.3906,200.3754 365.5146,88.4604 366.603,91.3668 256.5048))			Inverse-S Sigmoid	9.605340003967285	0	AIA_1	SOL2018-01-04T18:32:30L306C075
2018-01-04	2018-01-04T18:34:35	2018-01-04T19:04:35	POINT(152.1156 310.5462)	POLYGON((97.3986 256.6116,210.5382 255.4848,204.0174 363.2304,94.3818 364.332,97.3986 256.6116))			Inverse-S Sigmoid	6.338600158691406	0	AIA_4	SOL2018-01-04T18:34:35L306C075
2018-01-04	2018-01-04T19:32:30	2018-01-04T20:02:30	POINT(-701.07 -104.1828)	POLYGON((-747.174 -153.8406,-638.658 -147.0678,-647.814 -54.47988,-757.884 -61.4016,-747.174 -153.8406))			Forward-S Sigmoid	7.7581000328063965	0	AIA_1	SOL2018-01-04T19:32:30L250C098
2018-01-04	2018-01-04T20:04:35	2018-01-04T20:34:35	POINT(168.2628 310.5288)	POLYGON((111.576 254.7474,229.1412 253.446,221.7978 364.9698,108 366.2406,111.576 254.7474))			Inverse-S Sigmoid	6.887330055236816	0	AIA_4	SOL2018-01-04T20:04:35L306C075
2018-01-04	2018-01-04T20:32:30	2018-01-04T21:02:30	POINT(562.6572 362.3154)	POLYGON((520.4046 322.2252,619.122 317.5614,599.6622 401.4852,504.0426 406.032,520.4046 322.2252))			Forward-S Sigmoid	6.397640228271484	0	AIA_1	SOL2018-01-04T20:32:30L333C072
2018-01-04	2018-01-04T20:34:35	2018-01-04T21:04:35	POINT(172.5996 310.9926)	POLYGON((114.7314 254.0874,234.8364 252.7212,227.1432 366.5004,110.973 367.8336,114.7314 254.0874))			Inverse-S Sigmoid	6.379819869995117	0	AIA_4	SOL2018-01-04T20:34:35L306C075
2018-01-04	2018-01-04T22:04:35	2018-01-04T22:34:35	POINT(-778.356 51.72048)	POLYGON((-818.238 9.12882,-734.286 15.80034,-733.302 94.0644,-817.14 87.36,-818.238 9.12882))			Inverse-S Sigmoid	7.626150131225586	0	AIA_4	SOL2018-01-04T22:04:35L242C090
2018-01-04	2018-01-04T22:32:30	2018-01-04T23:02:30	POINT(188.4144 311.0766)	POLYGON((141.0168 264.3786,239.9544 263.142,233.463 356.826,137.2014 358.0386,141.0168 264.3786))			Forward-S Sigmoid	9.637550354003906	0	AIA_1	SOL2018-01-04T22:32:30L306C075
2018-01-04	2018-01-04T23:02:30	2018-01-04T23:32:30	POINT(194.277 310.725)	POLYGON((139.0146 256.4298,254.2884 254.9424,246.3252 363.7416,134.6604 365.1954,139.0146 256.4298))			Inverse-S Sigmoid	6.9445600509643555	0	AIA_1	SOL2018-01-04T23:02:30L306C075
2018-01-04	2018-01-04T23:04:35	2018-01-04T23:34:35	POINT(195.2688 312.3036)	POLYGON((143.9004 261.7818,251.2152 260.388,243.8292 361.7118,139.6686 363.075,143.9004 261.7818))			Inverse-S Sigmoid	6.18563985824585	0	AIA_4	SOL2018-01-04T23:04:35L306C075
2018-01-05	2018-01-05T00:02:30	2018-01-05T00:32:30	POINT(-678.666 -105)	POLYGON((-738.282 -170.358,-595.9428 -161.9988,-607.47 -39.54996,-752.556 -48.15546,-738.282 -170.358))			Forward-S Sigmoid	6.05217981338501	0	AIA_1	SOL2018-01-05T00:02:30L249C098
2018-01-05	2018-01-05T00:32:30	2018-01-05T01:02:30	POINT(-692.136 -84.7188)	POLYGON((-769.212 -172.1616,-581.469 -160.7526,-594.324 2.726538,-786.204 -9.08886,-769.212 -172.1616))			Inverse-S Sigmoid	17.4606990814209	0	AIA_1	SOL2018-01-05T00:32:30L248C097
2018-01-05	2018-01-05T02:04:35	2018-01-05T02:34:35	POINT(603.348 365.1522)	POLYGON((561.015 325.3098,660.942 319.9494,639.756 404.0556,543.027 409.278,561.015 325.3098))			Forward-S Sigmoid	8.204449653625488	0	AIA_4	SOL2018-01-05T02:04:35L333C071
2018-01-05	2018-01-05T03:04:35	2018-01-05T03:34:35	POINT(609.336 366.024)	POLYGON((566.1642 325.494,668.148 319.9146,646.248 405.5772,547.5984 411.0096,566.1642 325.494))			Forward-S Sigmoid	8.617850303649902	0	AIA_4	SOL2018-01-05T03:04:35L333C071
2018-01-05	2018-01-05T03:34:35	2018-01-05T04:04:35	POINT(235.8708 310.2648)	POLYGON((184.125 259.524,293.0904 257.7876,284.4798 359.8794,178.7148 361.5786,184.125 259.524))			Forward-S Sigmoid	7.471419811248779	0	AIA_4	SOL2018-01-05T03:34:35L306C075
2018-01-05	2018-01-05T04:04:35	2018-01-05T04:34:35	POINT(242.2056 308.577)	POLYGON((190.0218 257.4348,299.9856 255.6324,291.1656 358.5798,184.434 360.3432,190.0218 257.4348))			Forward-S Sigmoid	6.657090187072754	0	AIA_4	SOL2018-01-05T04:04:35L306C076
2018-01-05	2018-01-05T06:02:30	2018-01-05T06:32:30	POINT(254.9298 312.6708)	POLYGON((199.818 258.7854,316.287 256.7598,306.303 365.2722,193.5096 367.2498,199.818 258.7854))			Forward-S Sigmoid	6.838550090789795	0	AIA_1	SOL2018-01-05T06:02:30L306C075
2018-01-05	2018-01-05T06:04:35	2018-01-05T06:34:35	POINT(481.5492 162.9048)	POLYGON((440.5482 122.9448,525.1944 119.9808,520.041 202.4394,436.224 205.3932,440.5482 122.9448))			Forward-S Sigmoid	33.94150161743164	0	AIA_4	SOL2018-01-05T06:04:35L320C084
2018-01-05	2018-01-05T06:32:30	2018-01-05T07:02:30	POINT(261.351 311.988)	POLYGON((208.7766 260.5578,320.0994 258.5676,310.4664 362.2488,202.4928 364.1946,208.7766 260.5578))			Forward-S Sigmoid	6.536670207977295	0	AIA_1	SOL2018-01-05T06:32:30L306C075
2018-01-05	2018-01-05T06:34:35	2018-01-05T07:04:35	POINT(-623.502 -96.24)	POLYGON((-681.756 -158.9118,-546.4932 -152.058,-556.3356 -33.49488,-694.026 -40.53804,-681.756 -158.9118))			Forward-S Sigmoid	6.181459903717041	0	AIA_4	SOL2018-01-05T06:34:35L250C098
2018-01-05	2018-01-05T07:02:30	2018-01-05T07:32:30	POINT(267.5418 310.797)	POLYGON((214.0014 258.4638,327.4344 256.3836,317.4576 361.9212,207.48 363.9546,214.0014 258.4638))			Forward-S Sigmoid	7.189529895782471	0	AIA_1	SOL2018-01-05T07:02:30L306C075
2018-01-05	2018-01-05T07:32:30	2018-01-05T08:02:30	POINT(270.5724 310.1166)	POLYGON((220.0734 260.7048,327.2184 258.7146,317.8182 358.4514,213.75 360.3996,220.0734 260.7048))			Forward-S Sigmoid	14.635600090026855	0	AIA_1	SOL2018-01-05T07:32:30L306C075
2018-01-05	2018-01-05T08:02:30	2018-01-05T08:32:30	POINT(272.355 311.7984)	POLYGON((220.68 261.2724,330.3738 259.2174,320.598 361.1916,214.149 363.2016,220.68 261.2724))			Forward-S Sigmoid	12.676400184631348	0	AIA_1	SOL2018-01-05T08:02:30L306C075
2018-01-05	2018-01-05T08:32:30	2018-01-05T09:02:30	POINT(276.8784 311.5428)	POLYGON((224.4618 260.3256,335.7948 258.201,325.7316 361.5972,217.7334 363.6744,224.4618 260.3256))			Forward-S Sigmoid	8.340149879455566	0	AIA_1	SOL2018-01-05T08:32:30L306C075
2018-01-05	2018-01-05T08:34:35	2018-01-05T09:04:35	POINT(279.4458 311.169)	POLYGON((231.9738 264.6942,333.027 262.746,323.9628 356.685,225.6588 358.5942,231.9738 264.6942))			Forward-S Sigmoid	6.248390197753906	0	AIA_4	SOL2018-01-05T08:34:35L306C075
2018-01-05	2018-01-05T09:02:30	2018-01-05T09:32:30	POINT(281.6886 311.6736)	POLYGON((230.421 261.5748,339.4716 259.4526,329.5026 360.6576,223.653 362.7342,230.421 261.5748))			Forward-S Sigmoid	7.718830108642578	0	AIA_1	SOL2018-01-05T09:02:30L306C075
2018-01-05	2018-01-05T09:32:30	2018-01-05T10:02:30	POINT(286.1376 313.2078)	POLYGON((235.0692 263.3208,343.8606 261.1638,333.7284 361.9812,228.141 364.0914,235.0692 263.3208))			Forward-S Sigmoid	6.6855998039245605	0	AIA_1	SOL2018-01-05T09:32:30L306C075
2018-01-05	2018-01-05T10:02:30	2018-01-05T10:32:30	POINT(289.6572 312.2526)	POLYGON((239.769 263.5056,346.1352 261.3666,336.2022 359.9394,232.887 362.0322,239.769 263.5056))			Forward-S Sigmoid	9.002969741821289	0	AIA_1	SOL2018-01-05T10:02:30L306C075
2018-01-05	2018-01-05T10:04:35	2018-01-05T10:34:35	POINT(293.391 311.5404)	POLYGON((248.9934 268.0626,343.905 266.1264,335.1036 354.174,242.6208 356.073,248.9934 268.0626))			Forward-S Sigmoid	6.691030025482178	0	AIA_4	SOL2018-01-05T10:04:35L306C075
2018-01-05	2018-01-05T11:02:30	2018-01-05T11:32:30	POINT(300.141 310.1994)	POLYGON((255.6894 266.688,350.8056 264.6966,341.868 352.8678,249.174 354.8214,255.6894 266.688))			Inverse-S Sigmoid	11.46560001373291	0	AIA_1	SOL2018-01-05T11:02:30L306C075
2018-01-05	2018-01-05T12:04:35	2018-01-05T12:34:35	POINT(-592.8558 -97.6842)	POLYGON((-662.268 -172.9986,-500.3442 -165.3984,-511.5144 -22.24404,-677.046 -30.10266,-662.268 -172.9986))			Forward-S Sigmoid	6.568049907684326	0	AIA_4	SOL2018-01-05T12:04:35L249C098
2018-01-05	2018-01-05T12:34:35	2018-01-05T13:04:35	POINT(-588.96 -96.4536)	POLYGON((-658.734 -172.11,-496.2444 -164.5596,-507.2988 -20.67534,-673.404 -28.48242,-658.734 -172.11))			Forward-S Sigmoid	6.911590099334717	0	AIA_4	SOL2018-01-05T12:34:35L250C098
2018-01-05	2018-01-05T14:02:30	2018-01-05T14:32:30	POINT(-577.1808 -83.4228)	POLYGON((-653.562 -166.5456,-476.5944 -158.583,-487.2534 -0.236375,-668.172 -8.47938,-653.562 -166.5456))			Inverse-S Sigmoid	7.850599765777588	0	AIA_1	SOL2018-01-05T14:02:30L250C097
2018-01-05	2018-01-05T14:04:35	2018-01-05T14:34:35	POINT(-561.6942 -90.528)	POLYGON((-606.168 -137.0502,-506.3982 -132.7272,-513.087 -43.96848,-614.172 -48.37926,-606.168 -137.0502))			Forward-S Sigmoid	6.468830108642578	0	AIA_4	SOL2018-01-05T14:04:35L251C098
2018-01-05	2018-01-05T14:34:35	2018-01-05T15:04:35	POINT(333.6558 312.4326)	POLYGON((276.9024 257.3688,398.6442 254.4834,385.6614 366.1302,267.882 368.9454,276.9024 257.3688))			Forward-S Sigmoid	7.1708598136901855	0	AIA_4	SOL2018-01-05T14:34:35L307C075
2018-01-05	2018-01-05T15:04:35	2018-01-05T15:34:35	POINT(339.6306 310.2858)	POLYGON((284.8692 257.124,402.48 254.2794,389.9238 362.1798,275.9802 364.9584,284.8692 257.124))			Forward-S Sigmoid	8.131950378417969	0	AIA_4	SOL2018-01-05T15:04:35L307C075
2018-01-05	2018-01-05T17:04:35	2018-01-05T17:34:35	POINT(356.754 308.9706)	POLYGON((312.2808 265.623,408.5346 263.151,398.1276 351.471,304.3242 353.8962,312.2808 265.623))			Forward-S Sigmoid	11.895000457763672	0	AIA_4	SOL2018-01-05T17:04:35L307C075
